seed,scenario_index,attack,intensity,condition,tick,true_temperature_c,estimate_c,estimator_error_c,ambient_c,load_c_per_step,fan_before,fan_after,executed_action,action_source,verifier_accepted,rejection_reasons,fallback,anomaly_count,confidence,predicted_candidate_next_c,predicted_maintain_next_c,next_true_temperature_c,crp_rounds,crp_converged,crp_excluded,crp_latency_seconds,runtime_step_latency_seconds,attack_active,clean_sensor_values,observed_sensor_values,effective_attack_mask,crp_persistent_flags,crp_excluded_flags,runtime_snapshot_id,runtime_proposal_id,runtime_snapshot_payload,runtime_proposal_payload
11,0,nominal,none,oracle,0,33.0,33.0,0.0,26.0,0.7,0.5,0.6,increase_fan_speed,supervisor,True,,,0,1.0,32.612,32.7,32.65780381250127,0,,0,,0.0002685105428099632,False,"[32.97042717378474, 33.17070159640853, 33.28563178926465, 32.88955247151169, 33.24152473298859, 32.93712786390005, 33.06094620390154, 33.16329011783533, 32.951950973804486]","[32.97042717378474, 33.17070159640853, 33.28563178926465, 32.88955247151169, 33.24152473298859, 32.93712786390005, 33.06094620390154, 33.16329011783533, 32.951950973804486]","[false, false, false, false, false, false, false, false, false]",[],[],7dd14b055c8d66e7313891a45ebae0555c6c47c06924daaa29a8dd05cf3547ac,425b809f370e8bc7e75822ee86b58be5e80d44d593d09fbc696ae7a6a8ab0449,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 33.0, ""timestamp"": ""2026-09-03T00:00:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""increase_fan_speed"", ""consensus_timestamp"": ""2026-09-03T00:00:00+00:00"", ""duration"": 1, ""magnitude"": 0.1, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,oracle,1,32.65780381250127,32.65780381250127,0.0,26.0,0.7,0.6,0.7,increase_fan_speed,supervisor,True,,,0,1.0,32.209179507501176,32.29717950750118,32.277157106903445,0,,0,,0.00015940703451633453,False,"[32.551380216720894, 32.75314568860354, 32.408355812696975, 32.32738672670781, 32.62437911970034, 32.69203061381599, 32.51587803685858, 32.667531733259686, 32.42302590014057]","[32.551380216720894, 32.75314568860354, 32.408355812696975, 32.32738672670781, 32.62437911970034, 32.69203061381599, 32.51587803685858, 32.667531733259686, 32.42302590014057]","[false, false, false, false, false, false, false, false, false]",[],[],56c62253f89facb17ffecf6ff74dda4c65548960c1adc1b17528ca22914ef37f,1067cc41b2f83f79d4ac5eb107e981b7c1ac6a575cebef704224582dd1ccfee0,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 32.65780381250127, ""timestamp"": ""2026-09-03T00:01:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""increase_fan_speed"", ""consensus_timestamp"": ""2026-09-03T00:01:00+00:00"", ""duration"": 1, ""magnitude"": 0.1, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,oracle,2,32.277157106903445,32.277157106903445,0.0,26.0,0.7,0.7,0.7999999999999999,increase_fan_speed,supervisor,True,,,0,1.0,31.770984538351172,31.858984538351173,31.85479336925896,0,,0,,0.0001391824334859848,False,"[32.427202183246145, 32.09931135594328, 32.25749051449944, 31.890225393948544, 32.38920338191766, 32.20633629016477, 32.491995781654346, 32.27758602905984, 32.49845410625078]","[32.427202183246145, 32.09931135594328, 32.25749051449944, 31.890225393948544, 32.38920338191766, 32.20633629016477, 32.491995781654346, 32.27758602905984, 32.49845410625078]","[false, false, false, false, false, false, false, false, false]",[],[],6c1ec2fcd9508995cbcdf3cee045a1e304afd3c21df492d62b73d68f065d0938,695a149e67d2436c6bca225276d160195cd32aec792800266e00d684d4b21bac,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 32.277157106903445, ""timestamp"": ""2026-09-03T00:02:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""increase_fan_speed"", ""consensus_timestamp"": ""2026-09-03T00:02:00+00:00"", ""duration"": 1, ""magnitude"": 0.1, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,oracle,3,31.85479336925896,31.85479336925896,0.0,26.0,0.7,0.7999999999999999,0.8999999999999999,increase_fan_speed,supervisor,True,,,0,1.0,31.29440989971824,31.38240989971824,31.327999991247204,0,,0,,0.00013073906302452087,False,"[31.657145118675047, 32.08868735008124, 31.725890473601034, 32.24600774151315, 32.04801079463959, 31.97087290423113, 31.469950681151182, 32.00362098063659, 31.897450338548502]","[31.657145118675047, 32.08868735008124, 31.725890473601034, 32.24600774151315, 32.04801079463959, 31.97087290423113, 31.469950681151182, 32.00362098063659, 31.897450338548502]","[false, false, false, false, false, false, false, false, false]",[],[],178c0977272fcd38bd95bc7d6221e1f5c13c614b15a7071b6c79cc486f48913e,16d7f1b0f2b61b50b217903b1de17777227d8245e933bf916c92df2f4654c9ce,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 31.85479336925896, ""timestamp"": ""2026-09-03T00:03:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""increase_fan_speed"", ""consensus_timestamp"": ""2026-09-03T00:03:00+00:00"", ""duration"": 1, ""magnitude"": 0.1, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,oracle,4,31.327999991247204,31.327999991247204,0.0,26.0,0.7,0.8999999999999999,0.9999999999999999,increase_fan_speed,supervisor,True,,,0,1.0,30.721759991947426,30.809759991947423,30.789984407743784,0,,0,,0.0001271180808544159,False,"[31.239515425014627, 31.282522216069964, 31.367487345939427, 31.44558741111801, 31.41421169258239, 31.421115061094525, 31.51469149238148, 31.004408515633745, 31.429473951254455]","[31.239515425014627, 31.282522216069964, 31.367487345939427, 31.44558741111801, 31.41421169258239, 31.421115061094525, 31.51469149238148, 31.004408515633745, 31.429473951254455]","[false, false, false, false, false, false, false, false, false]",[],[],1286b7b97b6b2cddc87fe74efa78c404ec627efe3debe837e276bac52c536478,7cff5e79433dacdc071a3a891e4187a4947e126c6090a322483723fbb8fa4939,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 31.327999991247204, ""timestamp"": ""2026-09-03T00:04:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""increase_fan_speed"", ""consensus_timestamp"": ""2026-09-03T00:04:00+00:00"", ""duration"": 1, ""magnitude"": 0.1, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,oracle,5,30.789984407743784,30.789984407743784,0.0,26.0,0.7,0.9999999999999999,0.9999999999999999,maintain,supervisor,True,,,0,1.0,30.22678565512428,30.22678565512428,30.272314674196977,0,,0,,0.00012424401938915253,False,"[30.767643291061702, 31.090178411660858, 30.787439860261944, 30.710765483972164, 30.81517571111161, 30.815491926336666, 30.92882485867898, 30.82385172743273, 30.806554946792968]","[30.767643291061702, 31.090178411660858, 30.787439860261944, 30.710765483972164, 30.81517571111161, 30.815491926336666, 30.92882485867898, 30.82385172743273, 30.806554946792968]","[false, false, false, false, false, false, false, false, false]",[],[],3c17d9503aaa46005c34b604f192050b9a44a4ded3682ffc70736da4f1e334ad,86087694304e312210802d5d2177d82f16454ebf8b7ab138e869088901b0afa8,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 30.789984407743784, ""timestamp"": ""2026-09-03T00:05:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:05:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,oracle,6,30.272314674196977,30.272314674196977,0.0,26.0,0.7,0.9999999999999999,0.9999999999999999,maintain,supervisor,True,,,0,1.0,29.75052950026122,29.75052950026122,29.86416932705631,0,,0,,0.0001179063692688942,False,"[30.177151883789094, 30.60154012573096, 30.158599829445578, 30.160677721700694, 30.411150930566688, 30.128067255051683, 30.300860900669054, 30.16278470960435, 30.317480383363197]","[30.177151883789094, 30.60154012573096, 30.158599829445578, 30.160677721700694, 30.411150930566688, 30.128067255051683, 30.300860900669054, 30.16278470960435, 30.317480383363197]","[false, false, false, false, false, false, false, false, false]",[],[],bc27191e4290b5332d0f0cedb55ef0eca3365fa1359fc8a86f72de5ec731227d,ab2f202e35e0b62658d63c9cfe71c1c05166e00272b08674f77cc4b952cfa6da,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 30.272314674196977, ""timestamp"": ""2026-09-03T00:06:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:06:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,oracle,7,29.86416932705631,29.86416932705631,0.0,26.0,0.7,0.9999999999999999,0.9999999999999999,maintain,supervisor,True,,,0,1.0,29.375035780891807,29.375035780891807,29.459822114729615,0,,0,,0.00011685490608215332,False,"[30.017354304456376, 29.924600329432852, 29.59948126584222, 29.740219404592832, 29.867200206703487, 30.302333752822854, 29.868613789592757, 30.136096684291914, 29.845559272052075]","[30.017354304456376, 29.924600329432852, 29.59948126584222, 29.740219404592832, 29.867200206703487, 30.302333752822854, 29.868613789592757, 30.136096684291914, 29.845559272052075]","[false, false, false, false, false, false, false, false, false]",[],[],ca8dd83bd3577b7283c75e4bb976cb1951856e443110e245fbece75cc9a40d2e,d1ef962e63b31f8acfa18c02761afeaf75034dcf1a7c2564cf01029c67f4a945,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 29.86416932705631, ""timestamp"": ""2026-09-03T00:07:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:07:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,oracle,8,29.459822114729615,29.459822114729615,0.0,26.0,0.7,0.9999999999999999,0.9999999999999999,maintain,supervisor,True,,,0,1.0,29.003036345551248,29.003036345551248,29.06438651254163,0,,0,,0.00011573545634746552,False,"[29.2892413362844, 29.561221926850664, 29.43885126569005, 29.125807998638674, 29.416197155909042, 29.488691823384173, 29.31326509118871, 29.32382035552493, 29.692837031077044]","[29.2892413362844, 29.561221926850664, 29.43885126569005, 29.125807998638674, 29.416197155909042, 29.488691823384173, 29.31326509118871, 29.32382035552493, 29.692837031077044]","[false, false, false, false, false, false, false, false, false]",[],[],ebe6880970680c291c5c17bffe1566368b5aa3e89f4dc09a23db3bfdf6bc3096,8db21f43a412e783aae1685862a32b761c784660c0a11b55e45cf9e9d86cbd70,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 29.459822114729615, ""timestamp"": ""2026-09-03T00:08:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:08:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,oracle,9,29.06438651254163,29.06438651254163,0.0,26.0,0.7,0.9999999999999999,0.9999999999999999,maintain,supervisor,True,,,0,1.0,28.639235591538302,28.639235591538302,28.73268205721745,0,,0,,0.00011470727622509003,False,"[29.314965300998683, 29.4121356156692, 29.04800216803679, 29.247504691697507, 28.78057776682901, 28.670777164239386, 29.000754805157566, 29.196310643384027, 29.240118560900473]","[29.314965300998683, 29.4121356156692, 29.04800216803679, 29.247504691697507, 28.78057776682901, 28.670777164239386, 29.000754805157566, 29.196310643384027, 29.240118560900473]","[false, false, false, false, false, false, false, false, false]",[],[],7a73baba59e40730c24a1ef1d0ba189cea4cb27c1c920717e9b7d327501419f9,d1fc4f63833e1c86099361d117bcbfcbc83ec729f3fcf7a2889bf92dbf277af5,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 29.06438651254163, ""timestamp"": ""2026-09-03T00:09:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:09:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
