seed,scenario_index,attack,intensity,condition,tick,true_temperature_c,estimate_c,estimator_error_c,ambient_c,load_c_per_step,fan_before,fan_after,executed_action,action_source,verifier_accepted,rejection_reasons,fallback,anomaly_count,confidence,predicted_candidate_next_c,predicted_maintain_next_c,next_true_temperature_c,crp_rounds,crp_converged,crp_excluded,crp_latency_seconds,runtime_step_latency_seconds,attack_active,clean_sensor_values,observed_sensor_values,effective_attack_mask,crp_persistent_flags,crp_excluded_flags,runtime_snapshot_id,runtime_proposal_id,runtime_snapshot_payload,runtime_proposal_payload
11,0,nominal,none,mean,0,33.0,30.074572547044404,-2.9254274529555957,26.0,0.7,0.5,0.5,maintain,supervisor,True,,,0,1.0,30.00860674328085,30.00860674328085,32.73780381250127,0,,0,,0.00016012229025363922,True,"[32.97042717378474, 33.17070159640853, 33.28563178926465, 32.88955247151169, 33.24152473298859, 32.93712786390005, 33.06094620390154, 33.16329011783533, 32.951950973804486]","[29.970427173784742, 30.170701596408527, 30.28563178926465, 29.889552471511692, 30.241524732988587, 29.937127863900052, 30.060946203901537, 30.16329011783533, 29.951950973804486]","[true, true, true, true, true, true, true, true, true]",[],[],3cee8cfc1ed4c79809b52bf28100e465606f681d89aac1d4b64e2e01e450c2a8,56cd47bb9df715adb89151af5fecfc3346832f18c68c0a7f3b52dc4ff6899373,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 30.074572547044404, ""timestamp"": ""2026-09-03T00:00:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:00:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,mean,1,32.73780381250127,29.631457094278264,-3.106346718223005,26.0,0.7,0.5,0.5,maintain,supervisor,True,,,0,1.0,29.600940526736,29.600940526736,32.51075710690344,0,,0,,0.00012743845582008362,True,"[32.63138021672089, 32.83314568860354, 32.48835581269697, 32.407386726707806, 32.70437911970034, 32.772030613815986, 32.59587803685858, 32.747531733259684, 32.50302590014057]","[29.631380216720892, 29.833145688603537, 29.488355812696973, 29.407386726707806, 29.70437911970034, 29.772030613815986, 29.59587803685858, 29.747531733259684, 29.50302590014057]","[true, true, true, true, true, true, true, true, true]",[],[],653651221c8707f1cec23cfae96a0c28c8d9d8d4d9a98ba751ca7fc95178c4a8,32c77e0b95c83737fdc7fda567767b95e07d81152e1f8042b75b4c3df9eb0edb,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 29.631457094278264, ""timestamp"": ""2026-09-03T00:01:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:01:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,mean,2,32.51075710690344,29.515578337409416,-2.995178769494025,26.0,0.7,0.5,0.5,maintain,supervisor,True,,,0,1.0,29.49433207041666,29.49433207041666,32.30970536925895,0,,0,,0.00011335685849189758,True,"[32.66080218324614, 32.332911355943274, 32.49109051449943, 32.123825393948536, 32.622803381917656, 32.439936290164766, 32.72559578165434, 32.511186029059836, 32.73205410625078]","[29.66080218324614, 29.332911355943274, 29.491090514499433, 29.123825393948536, 29.622803381917656, 29.439936290164766, 29.72559578165434, 29.511186029059836, 29.73205410625078]","[true, true, true, true, true, true, true, true, true]",[],[],e376c2d257d4bb7169c2f2f7f2181eafed7e4880f5168b501aa6e8b8f6db644d,eafd53c56913adefb5c58c809580240caa7c3b66efbbddd3c58cf9b5b4087314,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 29.515578337409416, ""timestamp"": ""2026-09-03T00:02:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:02:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,mean,3,32.30970536925895,29.3557604870086,-2.953944882250351,26.0,0.7,0.5,0.4,decrease_fan_speed,supervisor,True,,,0,1.0,29.43529964804791,29.34729964804791,32.146519031247195,0,,0,,0.00011275336146354675,True,"[32.11205711867504, 32.54359935008122, 32.18080247360102, 32.70091974151314, 32.50292279463958, 32.42578490423112, 31.924862681151172, 32.458532980636576, 32.352362338548495]","[29.11205711867504, 29.543599350081223, 29.18080247360102, 29.70091974151314, 29.50292279463958, 29.425784904231122, 28.924862681151172, 29.458532980636576, 29.352362338548495]","[true, true, true, true, true, true, true, true, true]",[],[],660db6f73813f59bcb3b8cc71667ed33b62280fceea2f7fba597437b4d01caba,42fd002d83921385ec102dd8a789649447f1e7eefe2ed1eddd3c78e4bbf33273,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 29.3557604870086, ""timestamp"": ""2026-09-03T00:03:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""decrease_fan_speed"", ""consensus_timestamp"": ""2026-09-03T00:03:00+00:00"", ""duration"": 1, ""magnitude"": 0.1, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,mean,4,32.146519031247195,29.165076052343167,-2.9814429789040275,26.0,0.7,0.4,0.4,maintain,supervisor,True,,,0,1.0,29.259869968155712,29.259869968155712,32.02302192454378,0,,0,,0.00010853353887796402,True,"[32.05803446501462, 32.101041256069955, 32.186006385939415, 32.264106451117996, 32.23273073258238, 32.239634101094516, 32.33321053238147, 31.822927555633736, 32.24799299125444]","[29.05803446501462, 29.101041256069955, 29.186006385939415, 29.264106451117996, 29.232730732582382, 29.239634101094516, 29.33321053238147, 28.822927555633736, 29.247992991254442]","[true, true, true, true, true, true, true, true, true]",[],[],0686a5d8d37909cf9dc4c893c18ea755b0c09bddc6ccb21ff318cdc8119358fe,6b75ad8fe5d5deccfa8ce79c8980bd6e7b8b1a5b96801ef75218aa865199aee3,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 29.165076052343167, ""timestamp"": ""2026-09-03T00:04:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:04:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,mean,5,32.02302192454378,29.07147376316773,-2.9515481613760457,26.0,0.7,0.4,0.4,maintain,supervisor,True,,,0,1.0,29.173755862114312,29.173755862114312,31.886709189652976,0,,0,,0.00010891631245613098,True,"[32.0006808078617, 32.32321592846085, 32.02047737706194, 31.943803000772157, 32.0482132279116, 32.04852944313666, 32.161862375478975, 32.05688924423272, 32.03959246359296]","[29.0006808078617, 29.323215928460847, 29.020477377061937, 28.943803000772157, 29.048213227911603, 29.04852944313666, 29.161862375478975, 29.05688924423272, 29.03959246359296]","[true, true, true, true, true, true, true, true, true]",[],[],41f420fee9a6f1f3f2acd5d43aa1c875baed44c0fef35c28c8f0bf456c29eaa0,e76a8717a95e5aaee4cc54420b08ed28f8649a01aaf42a100b0496430ed8c768,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 29.07147376316773, ""timestamp"": ""2026-09-03T00:05:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:05:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,mean,6,31.886709189652976,28.883096042113923,-3.0036131475390526,26.0,0.7,0.4,0.30000000000000004,decrease_fan_speed,supervisor,True,,,0,1.0,29.08844835874481,29.00044835874481,31.909412281275834,0,,0,,0.00011191423982381821,True,"[31.791546399245092, 32.215934641186955, 31.772994344901576, 31.775072237156692, 32.02554544602269, 31.74246177050768, 31.915255416125053, 31.777179225060348, 31.931874898819196]","[28.791546399245092, 29.215934641186955, 28.772994344901576, 28.775072237156692, 29.02554544602269, 28.74246177050768, 28.915255416125053, 28.777179225060348, 28.931874898819196]","[true, true, true, true, true, true, true, true, true]",[],[],ba911dad9ba8d793d3994041ca651e44c675da3813ed45ec3acd15266e8ae0d4,9d19bedf386ce15ee8b134d40a0561ded66b0a7ae054882f41aba1af544352d8,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 28.883096042113923, ""timestamp"": ""2026-09-03T00:06:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""decrease_fan_speed"", ""consensus_timestamp"": ""2026-09-03T00:06:00+00:00"", ""duration"": 1, ""magnitude"": 0.1, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,mean,7,31.909412281275834,28.967627288640344,-2.9417849926354904,26.0,0.7,0.30000000000000004,0.30000000000000004,maintain,supervisor,True,,,0,1.0,29.166217105549116,29.166217105549116,31.901445632611583,0,,0,,0.00010890979319810867,True,"[32.0625972586759, 31.969843283652377, 31.644724220061743, 31.785462358812357, 31.91244316092301, 32.34757670704238, 31.913856743812282, 32.18133963851144, 31.8908022262716]","[29.0625972586759, 28.969843283652377, 28.644724220061743, 28.785462358812357, 28.91244316092301, 29.34757670704238, 28.913856743812282, 29.18133963851144, 28.8908022262716]","[true, true, true, true, true, true, true, true, true]",[],[],81f0f5cef30a803acba8337264fa882fed49b3a5a2409237e8ee5ec29764400e,a5832a3b96d065c7a1c6dd0393f814581ae38285397265e3ae6953cf80daacd5,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 28.967627288640344, ""timestamp"": ""2026-09-03T00:07:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:07:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,mean,8,31.901445632611583,28.847171738387267,-3.054273894224316,26.0,0.7,0.30000000000000004,0.30000000000000004,maintain,supervisor,True,,,0,1.0,29.055397999316284,29.055397999316284,31.870680148993046,0,,0,,0.00011206790804862976,True,"[31.73086485416637, 32.002845444732635, 31.88047478357202, 31.567431516520642, 31.85782067379101, 31.93031534126614, 31.75488860907068, 31.7654438734069, 32.13446054895901]","[28.73086485416637, 29.002845444732635, 28.88047478357202, 28.567431516520642, 28.85782067379101, 28.93031534126614, 28.75488860907068, 28.7654438734069, 29.134460548959012]","[true, true, true, true, true, true, true, true, true]",[],[],3b026782f0eff3a4e3dbcb27b2f545984dfa5f14cef1126bf5c81927c24689c7,77e7104f51711d88e24228a02da013fa4fb253fd954d5c3329e3dbbdb5d23bab,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 28.847171738387267, ""timestamp"": ""2026-09-03T00:08:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""maintain"", ""consensus_timestamp"": ""2026-09-03T00:08:00+00:00"", ""duration"": 1, ""magnitude"": 0.0, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
11,0,nominal,none,mean,9,31.870680148993046,28.90753216055282,-2.9631479884402268,26.0,0.7,0.30000000000000004,0.20000000000000004,decrease_fan_speed,supervisor,True,,,0,1.0,29.198929587708594,29.110929587708593,31.954472202752754,0,,0,,0.00012105517089366913,True,"[32.121258937450094, 32.218429252120615, 31.854295804488203, 32.05379832814892, 31.586871403280423, 31.4770708006908, 31.80704844160898, 32.00260427983544, 32.046412197351884]","[29.121258937450094, 29.218429252120615, 28.854295804488203, 29.053798328148922, 28.586871403280423, 28.4770708006908, 28.80704844160898, 29.002604279835438, 29.046412197351884]","[true, true, true, true, true, true, true, true, true]",[],[],8277b25977c40e08edd6d457bf2a41f7c4fcac1a2a3d37cc14614488c2d4bd27,15a6ad89dd8aac2b0c5b31ee20751f40a982746fc40d6e4f849678a6c475f7b7,"{""anomaly_count"": 0, ""confidence"": 1.0, ""temperature"": 28.90753216055282, ""timestamp"": ""2026-09-03T00:09:00+00:00"", ""zone"": ""zone-0""}","{""action_type"": ""decrease_fan_speed"", ""consensus_timestamp"": ""2026-09-03T00:09:00+00:00"", ""duration"": 1, ""magnitude"": 0.1, ""reasoning_summary"": ""Frozen bidirectional thermal pilot controller"", ""target_zone"": ""zone-0"", ""used_consensus"": true}"
